emotion,word
disgust,gratuitous
fear,grave
anticipation,gravitate
disgust,gray
disgust,greasy
joy,greatness
anger,greed
disgust,greedy
joy,green
surprise,greeting
fear,grenade
sadness,grief
anger,grievance
fear,grieve
anger,grievous
anger,grim
disgust,grime
disgust,grimy
anticipation,grin
disgust,grisly
trust,grit
fear,grizzly
disgust,groan
anger,grope
disgust,gross
disgust,grotesque
trust,ground
fear,grounded
anticipation,grow
anger,growl
anger,growling
anger,grudge
disgust,gruesome
anger,gruff
anger,grumble
anger,grumpy
trust,guarantee
fear,guard
trust,guarded
trust,guardian
trust,guardianship
trust,gubernatorial
fear,guerilla
surprise,guess
trust,guidance
trust,guide
trust,guidebook
anger,guillotine
disgust,guilt
anger,guilty
sadness,gullible
fear,gulp
anger,gun
fear,gunpowder
trust,guru
disgust,gush
trust,gusset
disgust,gut
disgust,gutter
anticipation,habitual
disgust,hag
sadness,haggard
trust,hail
disgust,hairy
fear,hallucination
anger,halter
fear,halting
anger,hamstring
trust,handbook
sadness,handicap
anger,hanging
fear,hangman
anticipation,hankering
anticipation,hap
anticipation,happen
joy,happily
anticipation,happiness
anticipation,happy
anger,harass
anger,harassing
anger,harbinger
trust,harbor
anger,hardened
sadness,hardship
joy,hardy
disgust,harlot
fear,harm
anger,harmful
joy,harmoniously
joy,harmony
fear,harrowing
anger,harry
anger,harshness
anticipation,harvest
anticipation,haste
anger,hate
anger,hateful
anger,hating
anger,hatred
anger,haughty
fear,haunt
fear,haunted
trust,haven
anger,havoc
fear,hawk
fear,hazard
fear,hazardous
fear,haze
anticipation,headlight
joy,heal
anticipation,healing
joy,healthful
fear,hearing
fear,hearse
sadness,heartache
joy,heartfelt
joy,heartily
sadness,heartless
disgust,heartworm
fear,heathen
anticipation,heavenly
joy,heavens
joy,hedonism
anticipation,heft
fear,heighten
anger,hell
anger,hellish
fear,helmet
trust,helper
joy,helpful
fear,helpless
fear,helplessness
disgust,hemorrhage
disgust,heretic
trust,heritage
surprise,hermaphrodite
sadness,hermit
anticipation,hero
joy,heroic
trust,heroine
anticipation,heroism
disgust,herpes
disgust,herpesvirus
fear,hesitation
anticipation,heyday
fear,hide
disgust,hideous
fear,hiding
anticipation,highest
joy,hilarious
joy,hilarity
sadness,hindering
anticipation,hire
anger,hiss
anger,hit
sadness,hoary
anger,hoax
joy,hobby
sadness,hobo
disgust,hog
anticipation,holiday
anticipation,holiness
sadness,hollow
anger,holocaust
anger,homeless
sadness,homesick
fear,homework
anger,homicidal
anger,homicide
anger,honest
trust,honesty
anticipation,honeymoon
trust,honor
trust,honorable
anger,hood
fear,hooded
anger,hoot
anticipation,hope
anticipation,hopeful
fear,hopeless
anger,hopelessness
surprise,horde
anticipation,horizon
anticipation,horoscope
anger,horrible
anger,horrid
anger,horrific
fear,horrified
disgust,horrifying
anger,horror
fear,horrors
trust,horse
sadness,hospice
fear,hospital
anger,hostage
anger,hostile
anger,hostilities
anger,hostility
anger,hot
anger,howl
anger,huff
joy,hug
disgust,hulk
anticipation,humanitarian
joy,humanity
disgust,humble
sadness,humbled
anger,humbug
anger,humiliate
disgust,humiliating
disgust,humiliation
trust,humility
joy,humorous
anticipation,hungry
anticipation,hunter
anger,hunting
joy,hurrah
fear,hurricane
anticipation,hurried
anticipation,hurry
anger,hurt
anger,hurtful
anger,hurting
trust,husbandry
sadness,hut
fear,hydra
disgust,hydrocephalus
anticipation,hymn
anticipation,hype
disgust,hypertrophy
disgust,hypocrite
disgust,hypocritical
anticipation,hypothesis
fear,hysteria
anger,hysterical
anger,idiocy
disgust,idiot
anger,idiotic
disgust,idolatry
disgust,ignorant
anger,ill
anger,illegal
anger,illegality
anger,illegitimate
anger,illicit
disgust,illiterate
fear,illness
anticipation,illuminate
joy,illumination
surprise,illusion
joy,immaculate
anticipation,immature
anger,immaturity
surprise,immediacy
anticipation,immediately
anticipation,immerse
fear,immigrant
anticipation,imminent
anger,immoral
anger,immorality
anticipation,immortality
trust,immovable
trust,immunization
trust,impart
trust,impartial
trust,impartiality
anticipation,impatient
disgust,impeach
trust,impeccable
anticipation,impending
trust,impenetrable
anger,impermeable
anger,implicate
disgust,impolite
anticipation,importance
trust,important
sadness,impossible
anger,impotence
trust,impressionable
anger,imprisoned
anger,imprisonment
anticipation,improve
joy,improvement
surprise,improvisation
anticipation,improvise
sadness,imprudent
disgust,impure
disgust,impurity
sadness,inability
sadness,inadequate
anger,inadmissible
anger,inappropriate
anger,inattention
anticipation,inaugural
anticipation,inauguration
anger,incarceration
anger,incase
anger,incendiary
anger,incense
anger,incest
disgust,incestuous
surprise,incident
anger,incite
trust,incline
trust,inclusion
anticipation,income
anger,incompatible
anger,incompetent
anger,incongruous
sadness,inconsequential
anger,inconsiderate
surprise,incontinence
anger,inconvenient
anger,incredulous
fear,incrimination
disgust,incubus
anger,incurable
fear,incursion
anger,indecency
disgust,indecent
fear,indefensible
trust,indelible
trust,indemnity
trust,indent
anger,indenture
anticipation,independence
trust,indestructible
anger,indict
fear,indictment
anger,indifference
sadness,indigent
anger,indignant
anger,indignation
trust,indivisible
anger,indoctrination
fear,indomitable
disgust,ineffectual
disgust,inefficiency
sadness,inefficient
anger,inept
disgust,ineptitude
anger,inequality
anger,inexcusable
surprise,inexplicable
trust,infallibility
anger,infamous
sadness,infamy
anticipation,infant
anger,infanticide
anger,infantile
fear,infarct
disgust,infect
fear,infection
disgust,infectious
sadness,inferior
anger,inferno
sadness,infertility
disgust,infestation
anger,infidel
anger,infidelity
anticipation,infinity
fear,infirmity
fear,inflation
anger,inflict
fear,infliction
trust,influential
trust,inform
anger,infraction
surprise,infrequent
anticipation,inheritance
anger,inhibit
sadness,inhospitable
anger,inhuman
sadness,inhumanity
anger,inimical
trust,inimitable
disgust,iniquity
fear,injection
anger,injure
fear,injured
anger,injurious
anger,injury
anger,injustice
disgust,inmate
trust,innocent
anticipation,inoculation
anger,inoperative
anticipation,inquiry
anger,insane
anger,insanity
anger,insecure
fear,insecurity
joy,inseparable
anger,insidious
anger,insignificant
fear,insolvency
fear,insolvent
anticipation,inspiration
anticipation,inspire
joy,inspired
disgust,instability
anticipation,install
anger,instinctive
trust,institute
trust,instruct
trust,instruction
anticipation,instructions
anticipation,instructor
anger,insufficiency
trust,insulation
anger,insult
anger,insulting
trust,insure
fear,insurmountable
anger,insurrection
trust,intact
trust,integrity
fear,intelligence
trust,intelligent
trust,intend
anticipation,intended
anger,intense
sadness,inter
fear,intercede
trust,intercession
disgust,interested
anticipation,interim
disgust,interior
sadness,interment
anger,interminable
anticipation,intermission
fear,interrogate
fear,interrogation
anger,interrupt
sadness,interrupted
sadness,intervention
fear,interviewer
disgust,intestinal
anticipation,intimate
anticipation,intimately
fear,intimidate
anger,intimidation
anger,intolerable
anger,intolerance
anger,intolerant
disgust,intoxicated
anger,intractable
anticipation,intrigue
anger,intruder
fear,intrusion
anger,intrusive
trust,intuition
anticipation,intuitively
anger,invade
anger,invader
sadness,invalid
anger,invasion
anticipation,investigation
anticipation,invitation
anticipation,invite
anticipation,inviting
anticipation,invocation
anticipation,invoke
anger,involution
anger,involvement
anger,irate
anger,ire
fear,iris
trust,iron
disgust,irrational
anger,irreconcilable
trust,irrefutable
fear,irreparable
anger,irritability
anger,irritable
anger,irritating
anger,irritation
sadness,isolate
fear,isolated
sadness,isolation
anger,jab
anticipation,jackpot
fear,jail
disgust,janitor
fear,jarring
fear,jaundice
fear,jaws
anger,jealous
anger,jealousy
anger,jeopardize
anticipation,jeopardy
anger,jerk
joy,jest
disgust,john
joy,joker
surprise,jolt
trust,journalism
anticipation,journey
trust,journeyman
joy,jovial
joy,joy
joy,joyful
joy,joyous
joy,jubilant
joy,jubilee
surprise,judgment
anticipation,judicial
anticipation,judiciary
trust,judicious
joy,jump
fear,jungle
sadness,jurisprudence
trust,jurist
trust,jury
trust,justice
trust,justifiable
sadness,kennel
fear,kerosene
fear,khan
anger,kick
anger,kicking
anger,kidnap
fear,kill
anger,killing
joy,kind
anticipation,kindred
anticipation,kiss
disgust,kite
joy,kitten
fear,knell
trust,knickers
joy,kudos
trust,label
anticipation,labor
sadness,labored
anticipation,labyrinth
anger,lace
anger,lagging
joy,lamb
disgust,lament
sadness,lamenting
trust,landmark
fear,landslide
fear,languishing
disgust,larceny
disgust,larger
trust,laser
anger,lash
sadness,late
anger,latent
disgust,latrines
joy,laugh
disgust,laughable
joy,laughing
anticipation,laughter
anticipation,launch
trust,laureate
joy,laurels
anger,lava
disgust,lavatory
trust,law
trust,lawful
anger,lawlessness
anger,lawsuit
anger,lawyer
sadness,lax
disgust,laxative
trust,leader
trust,leading
trust,leaning
sadness,leave
disgust,leeches
disgust,leer
surprise,leery
trust,legal
anger,legalized
trust,legislator
trust,legislature
trust,legitimacy
anticipation,leisure
disgust,lemon
trust,lender
disgust,leprosy
disgust,lesbian
anticipation,lessen
disgust,lesser
anticipation,lesson
disgust,lethal
sadness,lethargy
anticipation,letter
anticipation,lettered
anger,leukemia
trust,levee
trust,level
disgust,lewd
disgust,liar
anger,libel
anger,liberate
anticipation,liberation
anticipation,liberty
disgust,lick
anger,lie
trust,lieutenant
fear,lifeless
anger,lightning
joy,liking
anger,limited
fear,lines
anticipation,linger
trust,linguist
fear,lion
anger,liquor
sadness,listless
anger,litigate
anger,litigious
anger,livid
anger,loath
anger,loathe
disgust,loathing
anger,loathsome
anticipation,localize
fear,lockup
fear,locust
trust,lodging
sadness,lone
fear,loneliness
anger,lonely
sadness,lonesome
anticipation,long
anticipation,longing
disgust,loo
anticipation,loom
disgust,loon
disgust,lord
anger,lose
anger,losing
anger,loss
sadness,lost
anticipation,lottery
anger,loudness
disgust,louse
joy,lovable
joy,love
anticipation,lovely
joy,lovemaking
anticipation,lover
joy,loving
sadness,lower
sadness,lowest
sadness,lowly
fear,loyal
trust,loyalty
anticipation,luck
joy,lucky
anticipation,lull
disgust,lumpy
anger,lunacy
anger,lunatic
surprise,lunge
disgust,lurid
anticipation,luscious
disgust,lush
anticipation,lust
joy,luster
disgust,lusty
joy,luxurious
joy,luxury
anger,lying
anger,lynch
joy,lyre
joy,lyrical
fear,mace
trust,machine
anger,mad
anger,madden
anger,madman
anger,madness
fear,mafia
fear,mage
disgust,maggot
anticipation,magical
surprise,magician
trust,magnet
anticipation,magnificence
anticipation,magnificent
anticipation,mail
trust,mainstay
trust,maintenance
anticipation,majestic
trust,majesty
joy,majority
sadness,malaise
disgust,malaria
anger,malevolent
disgust,malfeasance
anger,malice
anger,malicious
anger,malign
fear,malignancy
anger,malignant
anger,malpractice
trust,mamma
trust,manage
trust,management
fear,mandamus
trust,mandarin
disgust,mange
anger,mangle
anger,maniac
fear,manifestation
anger,manipulation
anger,manslaughter
trust,manual
disgust,manure
sadness,margin
trust,marine
anticipation,marriage
joy,marrow
anticipation,marry
trust,marshal
anger,martial
fear,martyr
fear,martyrdom
surprise,marvel
joy,marvelous
joy,marvelously
anger,masochism
anger,massacre
joy,massage
joy,masterpiece
anger,mastery
anticipation,matchmaker
trust,mate
disgust,materialist
anticipation,maternal
trust,mathematical
anticipation,matrimony
trust,matron
sadness,mausoleum
trust,maxim
sadness,meaningless
disgust,measles
trust,measure
trust,measured
anticipation,medal
anger,meddle
anticipation,mediate
anticipation,mediator
anticipation,medical
anticipation,meditate
sadness,meek
sadness,melancholic
sadness,melancholy
fear,melee
anger,melodrama
sadness,meltdown
joy,memorable
sadness,memorials
anger,menace
anger,menacing
trust,mentor
fear,mercenary
trust,merchant
fear,merciless
anticipation,merge
trust,merit
joy,meritorious
joy,merriment
joy,merry
disgust,mess
trust,messenger
disgust,messy
trust,microscope
anticipation,midwife
anger,mighty
disgust,mildew
fear,military
anger,militia
anticipation,mill
surprise,mimicry
joy,ministry
anticipation,miracle
joy,miraculous
disgust,mire
joy,mirth
anger,misbehavior
fear,miscarriage
anger,misconception
disgust,misconduct
anger,miserable
sadness,miserably
anger,misery
fear,misfortune
disgust,misguided
disgust,mishap
anger,mislead
anger,misleading
anger,misplace
sadness,misrepresentation
anger,misrepresented
fear,missile
fear,missing
anger,misstatement
sadness,mistake
fear,mistaken
anger,mistress
disgust,mistrust
anger,misunderstanding
disgust,mite
fear,moan
trust,moat
anger,mob
anticipation,mobile
disgust,mockery
anger,mocking
trust,moderator
trust,modest
surprise,modify
anger,molestation
anticipation,momentum
anticipation,monetary
anger,money
trust,monk
disgust,monochrome
trust,monogamy
sadness,monsoon
fear,monster
anger,monstrosity
anger,moody
trust,moorings
anger,moral
trust,morality
anger,morals
sadness,morbid
anger,morbidity
disgust,morgue
sadness,moribund
anticipation,morn
anticipation,morrow
anger,mortality
fear,mortgage
trust,mortgagee
fear,mortgagor
anticipation,mortification
fear,mortuary
anger,mosque
anger,mosquito
anticipation,mother
joy,motherhood
anticipation,motion
anticipation,mountain
sadness,mourn
anger,mournful
sadness,mourning
surprise,mouth
disgust,mouthful
disgust,muck
disgust,mucous
disgust,mucus
disgust,muddy
anger,muff
anger,mug
anger,mule
fear,mum
anger,murder
anger,murderer
anger,murderous
disgust,murky
joy,music
anger,musical
fear,musket
disgust,musty
anticipation,mutable
disgust,mutilated
anger,mutilation
anger,mutiny
anger,mutter
fear,muzzle
anger,myopia
anticipation,mysterious
anticipation,mystery
surprise,mystic
surprise,nab
anger,nag
disgust,nameless
joy,nap
sadness,napkin
disgust,nappy
anticipation,nascent
anger,nasty
trust,nation
disgust,nausea
disgust,nauseous
anticipation,navigable
anticipation,navigator
sadness,necessity
disgust,nefarious
anger,negation
sadness,negative
anger,neglected
trust,negotiate
sadness,negro
anticipation,neighbor
anticipation,neighborhood
anger,nepotism
anticipation,nervous
fear,nervousness
trust,nest
trust,nestle
anger,nether
anger,nettle
anticipation,network
fear,neuralgia
fear,neurosis
disgust,neurotic
anticipation,neutral
trust,neutrality
fear,newcomer
disgust,nicotine
fear,nightmare
anticipation,nobility
trust,noble
trust,nobleman
anger,noisy
anger,noncompliance
sadness,nonsensical
sadness,noose
disgust,nose
joy,notable
trust,notary
sadness,nothingness
anticipation,notification
anger,notoriety
disgust,noxious
anger,nuisance
surprise,nullify
sadness,numbness
trust,nun
trust,nurse
joy,nursery
anger,nurture
sadness,nutritious
anticipation,oasis
trust,oath
trust,obedience
disgust,obese
disgust,obesity
fear,obey
disgust,obi
sadness,obit
sadness,obituary
anger,objection
anticipation,objective
trust,oblige
anger,obliging
fear,obligor
anger,obliterate
anger,obliterated
fear,obliteration
anger,oblivion
anger,obnoxious
disgust,obscene
anger,obscenity
anger,obstacle
trust,obstetrician
anger,obstruct
anger,obstructive
joy,obtainable
trust,obvious
surprise,occasional
disgust,occult
trust,occupant
disgust,octopus
disgust,oddity
anger,odious
anger,offend
anger,offended
anger,offender
anger,offense
anger,offensive
trust,offering
trust,officer
trust,official
anticipation,offset
disgust,ogre
sadness,older
anticipation,olfactory
anticipation,omen
anticipation,ominous
fear,omnipotence
trust,omniscient
anger,onerous
anticipation,ongoing
anticipation,onset
disgust,ooze
anger,opera
fear,operation
anger,opinionated
anger,opium
anger,opponent
joy,opportune
anticipation,opportunity
anger,opposed
anger,opposition
anger,oppress
anger,oppression
anger,oppressive
anger,oppressor
anticipation,optimism
trust,optimist
anticipation,oracle
anger,orc
anger,orchestra
trust,ordained
anger,ordeal
trust,ordinance
anticipation,ordination
fear,ordnance
anticipation,organ
anticipation,organization
anticipation,orgasm
surprise,originality
fear,orphan
trust,orthodoxy
anger,oust
anger,outburst
disgust,outcast
anger,outcry
anticipation,outdo
disgust,outhouse
fear,outpost
anger,outrage
surprise,outrageous
fear,outsider
joy,outstanding
sadness,ovation
anger,overbearing
anticipation,overdue
surprise,overestimate
joy,overjoyed
sadness,overload
anger,overpowering
anger,overpriced
fear,overt
anticipation,overthrow
anticipation,overture
sadness,overwhelmed
anger,owing
trust,pact
anticipation,paddle
fear,pain
fear,pained
anger,painful
sadness,painfully
surprise,palpable
disgust,palsy
fear,pandemic
surprise,pang
fear,panic
fear,parachute
anticipation,parade
anticipation,paragon
anger,paralysis
anger,paralyzed
fear,paranoia
disgust,parasite
anger,pare
trust,parietal
trust,parish
trust,parliament
anticipation,parole
disgust,parrot
trust,partake
sadness,parting
trust,partnership
anticipation,passenger
anticipation,passion
anticipation,passionate
joy,pastor
joy,pastry
disgust,pathetic
anticipation,patience
anticipation,patient
trust,patriarchal
trust,patrol
trust,patron
trust,patronage
anger,patter
anger,paucity
sadness,pauper
trust,pavement
trust,pawn
anticipation,pay
anger,payback
anticipation,peace
anticipation,peaceful
trust,pedigree
fear,penal
anger,penalty
fear,penance
anger,penetration
anger,penitentiary
sadness,pensive
trust,perceive
surprise,perchance
anger,perdition
trust,perennial
anticipation,perfect
anticipation,perfection
surprise,peri
anticipation,peril
anticipation,perilous
trust,periodicity
fear,perish
sadness,perished
fear,perishing
fear,perjury
anger,pernicious
anger,perpetrator
anticipation,perpetuate
anticipation,perpetuity
sadness,perplexity
anger,persecute
anger,persecution
trust,personal
disgust,perspiration
trust,persuade
trust,pertinent
fear,perturbation
anger,perverse
anger,perversion
anger,pervert
disgust,perverted
anger,pessimism
fear,pessimist
anger,pest
disgust,pestilence
disgust,petroleum
fear,phalanx
fear,phantom
trust,philanthropic
trust,philanthropist
trust,philosopher
disgust,phlegm
anger,phony
trust,physician
trust,physicist
anger,picket
anger,picketing
anticipation,picnic
joy,picturesque
disgust,pig
disgust,piles
trust,pill
anger,pillage
trust,pilot
disgust,pimple
sadness,pine
fear,pinion
disgust,pious
anger,pique
anger,pirate
anger,pitfall
trust,pith
sadness,pity
trust,pivot
surprise,placard
disgust,plagiarism
disgust,plague
sadness,plaintive
anticipation,plan
anticipation,planning
anger,playful
anticipation,playground
joy,playhouse
anticipation,plea
anticipation,pleasant
joy,pleased
joy,pleasurable
joy,pledge
anticipation,plight
fear,plummet
anticipation,plump
anger,plunder
fear,plunge
fear,pneumonia
anger,poaching
sadness,pointless
anger,poison
anger,poisoned
disgust,poisoning
anger,poisonous
anticipation,poke
surprise,polarity
anger,polemic
fear,police
fear,policeman
trust,policy
fear,polio
disgust,politic
anger,politics
trust,poll
disgust,pollute
disgust,pollution
disgust,polygamy
disgust,pompous
trust,pontiff
surprise,pop
disgust,porn
disgust,pornography
fear,posse
anticipation,possess
anger,possessed
anger,possession
anticipation,possibility
sadness,posthumous
surprise,postponement
anger,pound
anger,poverty
anger,pow
anger,powerful
fear,powerfully
anger,powerless
joy,practiced
anticipation,practise
joy,praise
joy,praised
anticipation,praiseworthy
surprise,prank
anticipation,pray
anticipation,precarious
trust,precedence
anticipation,precious
fear,precipice
anger,preclude
anticipation,precursor
fear,predicament
anticipation,predict
anticipation,prediction
anticipation,predilection
anticipation,predispose
trust,predominant
trust,prefer
disgust,pregnancy
anger,prejudice
disgust,prejudiced
anger,prejudicial
anticipation,preliminary
surprise,premature
fear,premeditated
anticipation,preparation
anticipation,preparatory
anticipation,prepare
anticipation,prepared
anticipation,preparedness
trust,preponderance
anticipation,prerequisite
anticipation,prescient
anticipation,present
anticipation,preservative
trust,president
joy,prestige
joy,presto
trust,presumption
anger,presumptuous
anger,pretending
anticipation,pretty
anticipation,prevail
trust,prevalent
fear,prevent
anticipation,prevention
fear,prey
anger,prick
joy,pride
trust,priest
anticipation,priesthood
trust,primer
anticipation,princely
trust,principal
anger,prison
anger,prisoner
joy,privileged
trust,privy
anticipation,probability
anticipation,probation
trust,probity
fear,problem
fear,procedure
anticipation,proceeding
joy,procession
trust,proctor
anticipation,production
anger,profane
anger,profanity
trust,professional
trust,professor
trust,professorship
anticipation,proficiency
trust,proficient
anticipation,prognosis
anticipation,prognostic
anticipation,progress
anticipation,progression
anger,prohibited
fear,projectile
fear,projectiles
anticipation,prologue
disgust,prolong
joy,promise
trust,proof
anticipation,prophecy
anticipation,prophet
anticipation,prophetic
anticipation,prophylactic
anger,prosecute
disgust,prosecution
anticipation,prospectively
anticipation,prosper
joy,prosperous
disgust,prostitute
disgust,prostitution
trust,protected
trust,protecting
trust,protector
fear,protestant
anticipation,proud
trust,proven
trust,provide
anticipation,providing
trust,proviso
anger,provocation
anger,provoking
fear,prowl
trust,proxy
trust,prudent
anger,pry
anger,psychosis
anticipation,public
disgust,puke
fear,puma
anger,punch
anticipation,punctual
disgust,pungent
fear,punish
anger,punished
anger,punishing
anger,punishment
anger,punitive
anticipation,punt
anticipation,puppy
trust,purely
disgust,purgatory
fear,purge
trust,purification
joy,purify
surprise,purity
joy,purr
disgust,pus
trust,putative
disgust,quack
disgust,quagmire
fear,quail
joy,quaint
fear,quake
trust,qualified
anger,quandary
fear,quarantine
anger,quarrel
fear,quash
anticipation,quest
disgust,questionable
anticipation,quicken
surprise,quickness
surprise,quicksilver
sadness,quiet
fear,quiver
fear,quivering
anticipation,quote
anger,rabble
anger,rabid
sadness,rack
trust,radar
anticipation,radiance
joy,radiant
fear,radiation
fear,radioactive
fear,radon
anticipation,raffle
anger,rage
anger,raging
disgust,rags
anger,raid
anger,rail
sadness,rainy
anger,ram
anger,rampage
disgust,rancid
surprise,randomly
trust,ranger
anger,ransom
anger,rape
surprise,rapid
anger,rapping
joy,rapt
fear,raptors
anticipation,rapture
surprise,rarity
anger,rascal
disgust,rash
disgust,rat
trust,ratify
anger,rating
trust,rational
fear,rattlesnake
anger,rave
anger,ravenous
fear,ravine
anger,raving
fear,razor
anger,react
anticipation,readiness
anticipation,ready
trust,real
surprise,reappear
trust,reassurance
trust,reassure
anger,rebel
anger,rebellion
anger,recalcitrant
anticipation,receiving
fear,recesses
anger,recession
anger,recidivism
anticipation,recipient
anger,reckless
anger,recklessness
trust,recline
anticipation,recognizable
anticipation,recombination
trust,recommend
anticipation,reconciliation
trust,reconsideration
anticipation,reconstruct
anticipation,reconstruction
anticipation,recreation
anticipation,recreational
trust,recruits
anticipation,recurrent
trust,referee
surprise,reflex
disgust,reflux
sadness,refugee
sadness,refused
fear,refutation
trust,regal
anticipation,regatta
trust,regent
fear,regiment
trust,registry
sadness,regret
sadness,regrettable
sadness,regretted
sadness,regretting
anticipation,regularity
fear,regulatory
disgust,regurgitation
anticipation,rehabilitation
trust,reimbursement
trust,reinforcement
trust,reinforcements
anger,reject
anger,rejection
anger,rejects
anticipation,rejoice
anticipation,rejoicing
anticipation,rekindle
fear,relapse
trust,related
trust,relative
trust,relevant
trust,reliability
trust,reliable
trust,reliance
sadness,relics
trust,religion
fear,reluctant
disgust,remains
anger,remand
joy,remarkable
anticipation,remedy
anger,remiss
sadness,remorse
anger,remove
anger,renegade
anger,renounce
anticipation,renovate
anticipation,renovation
trust,reparation
anger,repay
disgust,repellant
anger,repellent
disgust,repelling
fear,repent
trust,reporter
anticipation,representing
sadness,repress
fear,repression
anger,reprimand
anger,reprisal
anger,reproach
joy,reproductive
anger,repudiation
disgust,repulsion
trust,reputable
sadness,requiem
anticipation,rescue
fear,resection
anger,resent
anger,resentful
anger,resentment
anger,resign
sadness,resignation
sadness,resigned
anger,resistance
fear,resistant
anger,resisting
joy,resources
anticipation,respect
trust,respectable
trust,respectful
trust,respects
joy,respite
joy,resplendent
trust,responsible
anticipation,responsive
anger,restitution
anticipation,restlessness
anticipation,restorative
anger,restrain
fear,restrained
sadness,restrict
anger,restriction
anticipation,result
anticipation,resultant
trust,retain
anger,retaliate
anger,retaliation
anger,retaliatory
disgust,retard
fear,reticent
anticipation,retirement
anger,retract
fear,retrenchment
anger,retribution
anticipation,reunion
joy,revel
joy,revels
anger,revenge
anticipation,revere
joy,reverence
joy,reverend
joy,reverie
anger,reversal
anticipation,revival
anticipation,revive
anger,revoke
anger,revolt
anger,revolting
anger,revolution
anger,revolver
anger,revulsion
anticipation,reward
anger,rheumatism
joy,rhythmical
anger,ribbon
surprise,riddle
anger,ridicule
anger,ridiculous
anger,rifle
disgust,rigor
anger,ringer
anger,riot
anger,riotous
anticipation,ripen
anticipation,rising
anticipation,risk
anticipation,risky
anger,rivalry
joy,roadster
anger,rob
disgust,robber
anger,robbery
anger,rocket
fear,rod
disgust,rogue
joy,rollicking
anticipation,romance
anticipation,romantic
joy,romanticism
joy,romp
anger,rook
trust,rooted
disgust,rot
trust,rota
disgust,rotting
anticipation,roulette
trust,routine
anger,row
disgust,rubbish
fear,rubble
sadness,rue
fear,ruin
anger,ruined
anger,ruinous
fear,rule
sadness,rumor
sadness,runaway
fear,rupture
anger,ruthless
anger,saber
anger,sabotage
disgust,sacrifices
sadness,sadly
sadness,sadness
joy,safe
trust,safeguard
trust,safekeeping
fear,sag
trust,sage
anticipation,saint
anticipation,saintly
anticipation,salary
anticipation,saliva
surprise,sally
anger,saloon
joy,salutary
joy,salute
anticipation,salvation
fear,samurai
joy,sanctification
anticipation,sanctify
anticipation,sanctuary
sadness,sap
trust,sappy
anger,sarcasm
fear,sarcoma
anger,satanic
joy,satisfied
disgust,saturated
anger,savage
anger,savagery
joy,save
anticipation,savor
fear,scaffold
fear,scalpel
fear,scandal
anger,scandalous
anger,scapegoat
anger,scar
fear,scarce
sadness,scarcely
anger,scarcity
anger,scare
fear,scarecrow
trust,sceptical
anger,schism
anger,schizophrenia
joy,scholarship
trust,school
trust,scientific
anticipation,scientist
anger,scoff
anger,scold
anger,scolding
anger,scorching
anticipation,score
anger,scorn
anger,scorpion
anger,scoundrel
anger,scourge
anger,scrapie
anger,scream
anger,screaming
fear,screech
anger,screwed
surprise,scrimmage
trust,scripture
disgust,scrub
anticipation,scrutinize
disgust,scum
trust,seal
trust,seals
sadness,secluded
fear,seclusion
surprise,secrecy
trust,secret
disgust,secrete
disgust,secretion
anger,sectarian
anticipation,secular
trust,securities
anger,sedition
anticipation,seductive
anticipation,seek
anger,segregate
fear,seize
fear,seizure
anger,selfish
trust,senate
fear,senile
trust,seniority
joy,sensational
anger,senseless
anticipation,sensual
anticipation,sensuality
joy,sensuous
anger,sentence
trust,sentinel
trust,sentry
anger,separatist
fear,sepsis
disgust,septic
anticipation,sequel
sadness,sequestration
trust,serene
anticipation,serenity
anticipation,serial
trust,series
fear,seriousness
trust,sermon
disgust,serpent
trust,servant
trust,serve
disgust,servile
sadness,setback
fear,settlor
sadness,severance
disgust,sewage
disgust,sewer
disgust,sewerage
anticipation,sex
disgust,shabby
disgust,shack
anger,shackle
fear,shady
fear,shaking
anger,shaky
anger,sham
disgust,shame
sadness,shameful
disgust,shameless
disgust,shanghai
fear,shank
anticipation,share
anger,sharpen
anger,shatter
sadness,shattered
anger,shell
trust,shelter
trust,shepherd
trust,sheriff
anticipation,shining
anticipation,ship
fear,shipwreck
anger,shit
anger,shiver
anger,shock
surprise,shockingly
anger,shoddy
anger,shoot
fear,shooter
anger,shooting
trust,shopkeeper
anger,shoplifting
anticipation,shopping
anger,shortage
anticipation,shortly
anger,shot
trust,shoulder
anger,shout
anger,shove
trust,show
fear,shrapnel
anger,shriek
anger,shrill
fear,shrink
sadness,shroud
fear,shudder
anger,shun
trust,sib
disgust,sick
anger,sickening
disgust,sickly
disgust,sickness
trust,signature
anticipation,signify
joy,silly
anger,simmer
anticipation,simmering
anticipation,simplify
anger,sin
trust,sincere
anger,sinful
anticipation,sing
surprise,singularly
anger,sinister
anger,sinner
disgust,sinning
trust,sir
fear,siren
anger,sisterhood
anger,sizzle
anger,skewed
anger,skid
trust,skillful
anger,skirmish
anger,slam
anger,slander
anger,slap
anger,slash
anger,slaughter
anger,slaughterhouse
anger,slaughtering
anger,slave
anger,slavery
anger,slay
anger,slayer
disgust,slime
disgust,slimy
surprise,slip
disgust,slop
disgust,sloppy
disgust,sloth
disgust,sludge
disgust,slug
sadness,sluggish
disgust,slum
sadness,slump
anger,slur
disgust,slush
anger,slut
anger,sly
anger,smack
anger,smash
anger,smell
disgust,smelling
joy,smile
joy,smiling
anger,smite
trust,smith
anger,smother
fear,smuggle
anger,smuggler
